stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
48122,50.370495,-4.710608,207339.0,55802.0,2.283,0.0,1.5,0.085,0.701,level,Stage,m
E11331,50.85197,-0.984939,471550.0,106319.0,7.66,7.05,7.8,7.07,7.067,level,Stage,mAOD
L0691,53.380377,-1.409716,439363.0,387222.0,1.56,-0.006,0.093,-0.028,0.443,level,Stage,m
E84323,50.710932,-3.456787,297239.0,91157.0,2.251,1.655,3.0,1.657,2.51,level,Stage,m
F2560,54.260305,-0.919219,470500.0,485500.0,2.451,0.091,2.1,0.195,0.458,level,Stage,m
E12430,50.987637,-1.34415,446130.0,121120.0,0.659,0.065,0.529,0.164,0.477,level,Stage,mASD
E84209,50.431989,-3.589532,287202.0,60334.0,0.23,0.102,0.6000000000000001,0.118,0.325,level,Stage,m
E21005,52.131206,0.205231,551039.0,250394.0,1.1,0.01,0.235,0.044,0.144,level,Stage,m
2269,51.835524,-2.26623,381752.0,215247.0,1.03,0.067,1.0,0.055,0.198,level,Stage,mASD
L0801,53.502439,-1.251772,449727.0,400900.0,6.736,-0.159,1.621,0.726,1.204,level,Stage,m
E84443,50.712527,-3.455802,297312.0,91333.0,2.212,2.128,3.0,2.133,2.603,level,Stage,m
531159,51.421461,-2.492956,365819.0,169277.0,11.561,6.327,8.293,6.43,9.708,level,Stage,mAOD
E1163,53.212345,-0.44111,504200.0,369500.0,0.74,0.0,0.19,0.02,0.101,level,Stage,mASD
4079,52.858989,-2.187087,387500.0,329073.0,1.295,0.109,1.2,0.154,0.647,level,Stage,mASD
L2200,54.053636,-1.288144,446700.0,462200.0,5.17,-0.375,2.3,0.02,2.298,level,Stage,m
F2002,53.890881,-1.275696,447700.0,444100.0,4.508,0.083,2.5,0.177,1.963,level,Stage,m
E10170,53.007414,-0.0207329999999999,532900.0,347400.0,1.903,0.0,1.62,0.309,0.711,level,Stage,mASD
E10389,50.999232,-0.786847,485225.0,122905.0,3.107,0.173,1.1,0.28,0.688,level,Stage,mASD
F0803,53.512513,-1.282162,447700.0,402000.0,2.77,0.071,2.12,0.207,0.648,level,Stage,m
L0302,53.40273,-1.347107,443505.0,389745.0,5.738,0.062,0.777,0.077,1.096,level,Stage,m
712412,53.831845,-2.335455,378019.0,437341.0,0.5640000000000001,0.342,1.4,0.33,0.484,level,Stage,m
5280TH,51.770008,0.0061259999999999,538520.0,209830.0,3.222,2.713,3.4,2.81,2.827,level,Stage,mASD
752020,54.663532,-3.370199,311716.0,530692.0,4.543,0.417,1.5,0.499,1.445,level,Stage,m
E14250,50.727478,-1.599044,428396.0,92061.0,0.79,0.01,0.75,0.02,0.295,level,Stage,mASD
700421,53.638794,-2.715518,352789.0,416048.0,1.083,0.545,1.6,0.52,0.635,level,Stage,m
52113,51.023159,-2.565568,360429.0,125018.0,2.088,0.0,0.6000000000000001,0.026,0.349,level,Stage,m
E22889,51.737776,0.4462629999999999,569006.0,207173.0,2.817,0.15,1.57,0.14,0.836,level,Stage,m
E1880,51.227207,0.414329,568674.0,150327.0,5.754,0.88,3.42,1.517,2.61,level,Stage,mASD
E12020,50.931347,-1.257371,452284.0,114918.0,1.631,0.01,0.92,0.03,0.316,level,Stage,mASD
L08102,53.597815,-1.648875,423335.0,411308.0,1.606,-0.194,0.75,-0.01,0.16,level,Stage,m
45235,50.841739,-2.916366,335575.0,105091.0,2.991,0.307,1.5,0.335,0.813,level,Stage,m
45210,50.780011,-3.257213,311460.0,98580.0,2.8120000000000003,0.12,1.0,0.196,0.448,level,Stage,m
E14320,50.725116,-1.592363,428869.0,91801.0,1.88,0.846,1.9,0.86,1.326,level,Stage,mAOD
L28091,54.137083,-0.780156,479795.0,471938.0,3.897,0.08,1.584,0.087,0.613,level,Stage,m
021033,55.546346,-2.010726,399421.0,628073.0,1.487,0.056,0.08,0.093,0.206,level,Stage,m
2134,52.636354,-2.524962,364570.0,304420.0,7.037,0.419,3.4,0.424,3.571,level,Stage,mASD
L28092,54.130753,-0.7914519999999999,479069.0,471221.0,1.652,-0.048,0.463,-0.02,0.241,level,Stage,m
SE7050,50.878052,0.500069,575978.0,111706.0,6.6690000000000005,4.986,5.6,5.05,5.454,level,Stage,mAOD
E21724,52.093158,0.2925109999999999,557146.0,246348.0,1.34,0.13,0.74,0.07,0.213,level,Stage,m
51104,51.211692,-3.569292,290481.0,147003.0,1.038,0.0,0.45,0.0,0.149,level,Stage,m
E11350,50.791953,-1.170468,458565.0,99482.0,1.72,0.124,1.6,0.13,1.279,level,Stage,mASD
3223TH,51.110238,-0.1538709999999999,529330.0,136170.0,2.985,0.526,2.535,0.605,1.116,level,Stage,mASD
E2097,52.476009,-0.922226,473300.0,287000.0,2.03,0.0,0.96,0.017,0.284,level,Stage,mASD
L2363,54.374006,-1.6503869999999998,422809.0,497669.0,3.008,0.104,0.63,0.125,0.433,level,Stage,m
F3480,53.77313,-0.6510549999999999,489000.0,431600.0,0.675,0.058,0.4,0.092,0.215,level,Stage,m
E13880,51.251714,-1.396843,442191.0,150456.0,78.89,76.59,78.6,76.8,78.174,level,Stage,mAOD
L0305,53.366233,-1.351587,443244.0,385682.0,5.823,-0.003,2.0,0.109,1.155,level,Stage,m
2809TH,51.706896,-0.217824,523240.0,202410.0,1.799,0.904,1.8,0.151,0.728,level,Stage,mASD
L0703,53.507062,-1.18877,453900.0,401460.0,4.716,0.112,1.12,0.406,1.337,level,Stage,m
E19031,52.175048,0.01962,538200.0,254900.0,2.531,0.02,0.838,0.088,0.678,level,Stage,mASD
023024,55.227922,-2.17683,388850.0,592650.0,4.229,0.135,3.5,0.19,1.619,level,Stage,m
E13533,51.115199,-1.495968,435377.0,135222.0,0.753,0.433,35.376,34.69,0.525,level,Stage,mASD
2024,52.555203,-2.376056,374600.0,295330.0,1.927,0.026,0.55,0.102,0.29,level,Stage,mASD
4052,52.839744,-2.174088,388370.0,326930.0,1.381,0.079,0.539,0.223,0.856,level,Stage,mASD
2915,52.062065,-2.124922,391532.0,240418.0,4.16,1.584,2.6,1.789,2.381,level,Stage,mASD
E13463,50.992066,-1.4996239999999998,435214.0,121527.0,17.37,16.57,17.37,16.62,16.965,level,Stage,mAOD
2618,51.887415,-2.252167,382741.0,221015.0,5.376,0.34,3.0,0.515,1.845,level,Stage,mASD
E22137,52.118971,-0.0544609999999999,533302.0,248525.0,1.662,0.043,0.344,0.063,0.289,level,Stage,mASD
45187,51.05544,-3.482085,296222.0,129501.0,1.26,0.065,0.85,0.084,0.126,level,Stage,m
2547,52.439087,-2.837158,343188.0,282677.0,0.9,-0.4,0.65,-0.3,0.298,level,Stage,mASD
E23726,52.031808,-1.132641,459600.0,237400.0,2.952,0.014,1.492,0.119,0.534,level,Stage,mASD
E60501,52.212835,0.120872,545000.0,259300.0,1.28,0.02,0.74,0.637,0.734,level,Stage,mASD
E13840,51.213634,-1.369723,444120.0,146237.0,0.88,0.072,0.88,0.15,0.26,level,Stage,mASD
45188,51.050366,-3.444914,298816.0,128885.0,0.892,0.04,0.5,0.072,0.366,level,Stage,m
E2223,52.244802,-0.905866,474800.0,261300.0,2.04,-0.09,1.26,0.068,0.377,level,Stage,mASD
690207,53.62694,-2.13755,391000.0,414500.0,2.425,0.2,1.5,0.26,0.625,level,Stage,m
4690,53.048603,-0.7814789999999999,481781.0,350844.0,0.743,0.198,1.5,0.246,0.341,level,Stage,mASD
47116,50.635525,-4.279753,238880.0,84240.0,4.181,0.06,2.3,0.352,1.128,level,Stage,m
4015,53.397737,-0.964956,468920.0,389490.0,2.4,0.294,2.7,0.548,1.252,level,Stage,mASD
E9890,51.067869,-0.4886859999999999,505990.0,130924.0,3.453,-0.01,2.25,0.2,1.634,level,Stage,mASD
4691,53.024249,-1.068919,462548.0,347846.0,0.178,0.042,1.2,0.058,0.095,level,Stage,mASD
531112,51.438369,-2.003555,399849.0,171042.0,1.072,0.023,0.477,0.04,0.445,level,Stage,m
4372TH,51.382923,0.075811,544550.0,166920.0,1.795,0.407,1.2,0.468,0.488,level,Stage,mASD
44147,50.735862,-2.955096,332696.0,93352.0,1.409,0.0,0.79,0.0,0.019,level,Stage,m
4693,53.328427,-1.738804,417493.0,381312.0,0.379,0.122,0.9,0.127,0.308,level,Stage,mASD
F2313,54.183434,-1.354871,442200.0,476600.0,4.24,0.507,1.783,0.5660000000000001,1.961,level,Stage,m
E5080,51.140192,1.287219,630043.0,143019.0,0.585,0.041,0.5,0.094,0.217,level,Stage,mASD
50130,51.143171,-3.892262,267727.0,139915.0,1.752,0.033,1.0,0.112,0.413,level,Stage,m
L1377,53.727802,-1.661253,422447.0,425766.0,1.542,-0.037,2.52,-0.007,0.07,level,Stage,m
L3915,54.616236,-1.285486,446240.0,524801.0,0.27,0.032,0.65,0.036,0.151,level,Stage,m
2900,52.176016,-1.583205,428598.0,253167.0,3.492,0.111,1.38,0.189,0.875,level,Stage,mASD
50135,51.055152,-3.795036,274289.0,129957.0,1.98,0.04,1.1,0.095,0.482,level,Stage,m
L2471,53.954489,-1.077675,460622.0,451328.0,9.28,7.21,7.798,7.508,7.601,level,Stage,mAOD
F1509,53.983214,-2.109719,392902.0,454136.0,1.135,0.192,1.5,0.201,1.106,level,Stage,m
4207,53.010442,-1.024175,465570.0,346350.0,1.539,0.072,0.6000000000000001,0.103,0.216,level,Stage,mASD
3235TH,51.186743,-0.163694,528430.0,144660.0,4.465,1.21,3.7,1.398,2.91,level,Stage,mASD
750605,54.565937,-3.063696,331321.0,519490.0,3.25,0.05,1.0,0.11,0.406,level,Stage,m
F2108,54.109995,-1.7850700000000002,414149.0,468258.0,3.395,-0.009,2.0,0.082,0.781,level,Stage,m
2008,52.313207,-2.591539,359770.0,268510.0,5.968,0.279,4.5,0.428,1.638,level,Stage,mASD
700311,53.588789,-2.773605,348888.0,410525.0,3.599,-0.03,2.925,0.1,0.719,level,Stage,m
50193,51.023856,-4.236897,243218.0,127325.0,1.443,0.39,1.2,0.325,0.492,level,Stage,m
E1406,53.228743,-0.528903,498300.0,371200.0,1.352,0.0,0.988,0.846,0.832,level,Stage,mASD
2268,51.85196,-2.18652,387249.0,217058.0,1.727,0.301,2.0,0.02,0.428,level,Stage,mASD
L17033,53.79812,-1.629518,424500.0,433600.0,1.503,0.05,0.5,0.066,0.205,level,Stage,m
2513,51.753386,-2.322244,377852.0,206127.0,2.211,0.198,0.857,0.287,1.022,level,Stage,mASD
F2505,54.203845,-0.937557,469400.0,479200.0,2.709,0.138,2.05,0.34,0.75,level,Stage,m
1484TH,51.895439,-1.13585,459560.0,222230.0,1.852,0.037,1.309,0.103,0.797,level,Stage,mASD
730120,54.36176,-2.771951,349935.0,496525.0,2.532,0.1,1.2,0.13,0.848,level,Stage,m
L1821,53.707591,-1.056828,462355.0,423877.0,3.38,0.072,1.5,0.265,0.604,level,Stage,m
E2613,52.666216,-0.280199,516400.0,309000.0,1.86,0.0,1.152,0.944,0.964,level,Stage,mASD
762505,54.890119,-2.830743,346810.0,555360.0,5.829,0.34,3.36,0.41,2.011,level,Stage,m
45217,50.747683,-3.110915,321720.0,94820.0,2.044,0.09,1.0,0.185,0.194,level,Stage,m
E12401,50.953881,-1.370394,444320.0,117350.0,1.006,0.017,0.75,0.059,0.273,level,Stage,mASD
47172,50.550641,-4.14273,248296.0,74513.0,3.053,0.713,1.648,0.78,1.482,level,Stage,m
4195,52.553447,-1.171951,456240.0,295390.0,1.447,0.071,1.1,0.088,0.237,level,Stage,mASD
4186,53.003454,-1.310004,446400.0,345350.0,3.079,0.882,2.8,0.964,2.529,level,Stage,mASD
770500,55.009258,-2.963066,338505.0,568726.0,2.589,-0.002,2.53,0.1,0.471,level,Stage,m
2133,52.126787,-2.056054,396259.0,247611.0,3.365,0.065,0.636,0.116,0.384,level,Stage,mASD
E47041,52.255096,0.055885,540427.0,263872.0,1.703,0.067,0.8,0.06,0.269,level,Stage,mASD
5308TH,51.713361,-0.060582,534085.0,203406.0,1.57,0.734,2.4,0.767,0.902,level,Stage,mASD
1290_w1TH,51.786053,-1.351198,444850.0,209910.0,1.091,0.026,0.9,0.085,0.449,level,Stage,mASD
024015,54.633826,-1.719549,418201.0,526560.0,1.625,0.013,1.27,0.091,0.344,level,Stage,m
E22897,51.720457,0.5398339999999999,575533.0,205468.0,1.514,0.026,0.75,0.035,0.269,level,Stage,m
L0206,53.233706,-1.418671,438900.0,370900.0,3.35,0.43,2.3,0.51,1.136,level,Stage,m
E23151,52.188599,1.451217,635999.0,260100.0,1.355,0.057,0.268,0.096,0.232,level,Stage,m
3635TH,51.541775,-0.4181979999999999,509793.0,183728.0,2.363,0.11,2.55,0.162,0.867,level,Stage,mASD
3090TH,51.37248,-0.4663219999999999,506850.0,164830.0,1.934,0.792,1.4,0.96,1.077,level,Stage,mASD
1238TH,51.861678,-1.594363,428030.0,218200.0,3.027,0.517,2.02,0.5630000000000001,1.283,level,Stage,mASD
50119,50.845457,-3.886253,267300.0,106800.0,2.993,0.06,1.9,0.118,0.557,level,Stage,m
51112,51.207333,-3.596358,288580.0,146559.0,0.208,0.0,0.5,0.006,0.043,level,Stage,m
762540,54.912827,-2.893015,342848.0,557936.0,5.694,0.009,2.4,0.114,2.334,level,Stage,m
L0215,53.302721,-1.472506,435250.0,378550.0,1.082,-0.108,0.7000000000000001,0.0,0.116,level,Stage,m
023023,54.952174,-1.959366,402700.0,561950.0,5.991,-0.056,2.1,0.329,1.54,level,Stage,m
47135,50.585989,-4.106699,250960.0,78370.0,2.179,0.013,2.0,0.061,0.465,level,Stage,m
E1890,51.1015,0.392574,567610.0,136300.0,3.36,0.0,2.19,0.014,0.555,level,Stage,mASD
711610,53.855184,-2.451318,370410.0,439980.0,2.862,0.17,1.9,0.254,1.173,level,Stage,m
1431TH,52.017279,-1.380792,442590.0,235610.0,2.23,0.597,1.11,0.636,0.738,level,Stage,mASD
E2699,52.377799,-0.7204149999999999,487200.0,276300.0,2.071,0.0,1.3,0.076,0.285,level,Stage,m
53119,51.240687,-2.349087,375727.0,149115.0,2.025,0.04,1.5,0.084,0.692,level,Stage,m
5112TH,51.965459,0.146003,547530.0,231840.0,2.333,-0.27,1.3,0.027,0.568,level,Stage,mASD
4158,52.648317,-1.215391,453180.0,305910.0,2.411,0.6900000000000001,1.8,0.76,1.134,level,Stage,mASD
45159,50.989182,-3.484134,295930.0,122136.0,2.028,0.005,0.9,0.018,0.459,level,Stage,m
E27675,51.644879,0.396505,565910.0,196729.0,2.344,-0.6980000000000001,2.056,0.0,1.048,level,Stage,mASD
F2518,54.242462,-0.8138019999999999,477400.0,483625.0,0.8270000000000001,0.1,0.5,0.12,0.165,level,Stage,m
3079TH,51.220824,-0.5694589999999999,500000.0,147820.0,1.158,0.063,0.526,0.088,0.158,level,Stage,mASD
4060,53.024857,-1.028024,465290.0,347950.0,1.243,0.058,0.75,0.098,0.294,level,Stage,mASD
4014,52.791503,-2.038506,397500.0,321550.0,2.866,0.005,1.986,0.3,1.322,level,Stage,mASD
761515,54.543667,-2.9503500000000003,338616.0,516907.0,1.016,0.1,1.0,0.048,0.452,level,Stage,m
2131,52.211373,-2.215962,385340.0,257040.0,1.798,0.509,1.35,0.544,0.633,level,Stage,mASD
751007,54.604556,-3.159541,325195.0,523885.0,4.271,0.229,1.327,0.307,1.46,level,Stage,m
5172TH,51.795404,0.134177,547272.0,212905.0,2.87,0.84,2.078,0.016,1.29,level,Stage,mASD
53154,51.578233,-2.074985,394900.0,186600.0,2.733,0.01,0.677,0.052,1.197,level,Stage,m
2232TH,51.436872,-1.577706,429450.0,170960.0,0.653,-0.053,0.504,0.0,0.142,level,Stage,mASD
2221,51.881479,-2.206851,385858.0,220345.0,2.043,0.335,2.0,0.338,0.602,level,Stage,mASD
2941TH,51.361518,-0.689296,491352.0,163310.0,1.653,0.4,1.35,0.4,0.678,level,Stage,mASD
E2304,52.68874,-0.412477,507400.0,311300.0,1.56,0.01,1.18,0.045,0.118,level,Stage,m
L0204,53.239901,-1.420925,438744.0,371588.0,3.091,0.0,1.33,0.047,0.598,level,Stage,m
3115TH,51.430935,-0.496618,504608.0,171287.0,1.158,0.282,0.85,0.371,0.49,level,Stage,mASD
E21187,51.907687,-0.668546,491690.0,224077.0,1.698,0.037,0.326,0.064,0.48,level,Stage,m
E21657,52.166195,-0.3092979999999999,515733.0,253340.0,2.241,0.176,1.04,0.267,0.931,level,Stage,m
50117,50.882269,-4.065162,254820.0,111230.0,4.086,0.0,2.7,0.03,1.484,level,Stage,m
43115,51.302514,-1.809882,413350.0,155950.0,1.144,0.005,0.7000000000000001,0.056,0.477,level,Stage,m
43231,50.768235,-1.876842,408781.0,96524.0,3.449,0.143,1.913,0.322,2.608,level,Stage,m
L3204,53.843243,-0.399574,505397.0,439744.0,3.89,1.165,3.5,1.524,2.566,level,Stage,mAOD
4023,53.223665,-1.727504,418290.0,369660.0,1.5630000000000002,0.221,0.75,0.267,0.688,level,Stage,mASD
E1696,53.574576,-0.108253,525358.0,410329.0,1.11,0.016,0.78,0.189,0.356,level,Stage,mASD
023021,54.974805,-2.023395,398600.0,564468.0,5.759,0.055,3.1,0.132,1.232,level,Stage,m
0569TH,51.663588,-1.749677,417410.0,196120.0,4.49,1.968,3.81,2.07,3.97,level,Stage,mASD
4020TH,51.380413,-0.243611,522330.0,166060.0,2.853,0.836,2.2,0.951,1.038,level,Stage,mASD
690450,53.613958,-2.427881,371790.0,413132.0,1.709,0.177,2.2,0.185,0.355,level,Stage,m
680301,52.983736,-2.518888,365260.0,343060.0,2.823,0.039,2.0,0.107,1.613,level,Stage,m
713030,53.752898,-2.680437,355230.0,428720.0,5.488,-0.07,3.5,0.15,1.853,level,Stage,m
713120,53.731625,-2.490617,367730.0,426250.0,2.215,0.2,1.25,0.304,0.572,level,Stage,m
4050TH,51.391152,-0.216322,524200.0,167300.0,2.399,0.279,1.76,0.459,0.474,level,Stage,mASD
46115,50.5162,-3.757538,275492.0,69966.0,1.543,0.018,0.95,0.117,0.43,level,Stage,mASD
52125,51.053328,-2.891431,337615.0,128599.0,7.891,0.0,7.612999999999999,4.554,7.856,level,Stage,mAOD
4012,52.75692,-1.805399,413230.0,317720.0,2.678,0.086,1.521,0.583,1.473,level,Stage,mASD
F2581,54.215889,-0.969759,467280.0,480509.0,1.933,0.146,0.44,0.161,0.41,level,Stage,m
2814TH,51.719476,-0.289861,518230.0,203690.0,2.722,0.747,1.85,0.939,1.409,level,Stage,mASD
4080TH,51.431619,-0.25215,521600.0,171740.0,1.868,0.0,1.61,0.1,0.307,level,Stage,mASD
761103,54.536126,-2.762643,350750.0,515920.0,2.51,0.01,1.0,0.07,0.688,level,Stage,m
E7842,50.912658,0.2907579999999999,561135.0,115076.0,1.84,0.0,0.269,0.028,0.296,level,Stage,mASD
E4222,52.94938,-0.702125,487300.0,339900.0,1.7000000000000002,0.0,0.85,0.037,0.271,level,Stage,m
F2570,54.303695,-1.000302,465150.0,490250.0,2.55,0.128,0.453,0.162,0.361,level,Stage,m
L0303,53.390594,-1.361999,442527.0,388386.0,30.374,25.257,29.45,25.333,26.582,level,Stage,mAOD
4625TH,51.896722,-0.4196149999999999,508840.0,223200.0,1.285,-0.043,2.5,0.013,0.18,level,Stage,mASD
694744,53.47815,-2.918171,339160.0,398330.0,2.223,0.12,1.3,0.21,0.442,level,Stage,m
E4482,52.755941,-0.534509,499000.0,318600.0,1.499,0.0,0.99,0.01,0.197,level,Stage,mASD
E21609,52.133733,-0.460042,505500.0,249500.0,1.417,0.154,0.524,0.252,0.603,level,Stage,mASD
49115,50.465604,-4.55955,218444.0,65995.0,1.377,0.068,0.5740000000000001,0.167,0.422,level,Stage,m
E21511,52.058687,-0.7147479999999999,488215.0,240814.0,1.6880000000000002,0.207,0.719,0.265,0.64,level,Stage,m
E42124,52.230338,-0.897436,475400.0,259700.0,3.4,1.0,2.0,1.13,1.188,level,Stage,mASD
2937TH,51.386331,-0.5013569999999999,504380.0,166320.0,2.626,0.425,1.6,0.72,1.651,level,Stage,mASD
2891TH,51.509078,-0.47713,505782.0,180005.0,1.2,0.615,2.0,0.74,0.86,level,Stage,mASD
1993TH,51.641035,-1.163757,457964.0,193913.0,2.835,0.145,1.376,0.223,1.891,level,Stage,mASD
E60101,52.236542,0.176925,548750.0,262050.0,0.75,0.009,0.294,0.218,0.296,level,Stage,mASD
2036,52.064842,-1.966688,402380.0,240720.0,4.922,-0.002,2.65,0.072,0.424,level,Stage,mASD
692418,53.542889,-2.009008,399500.0,405140.0,1.242,0.03,0.9,0.04,0.278,level,Stage,m
764010,54.879957,-2.917974,341200.0,554299.0,3.007,0.214,1.75,0.249,0.73,level,Stage,m
753050,54.650538,-3.52206,301890.0,529448.0,2.67,0.486,1.5,0.513,1.062,level,Stage,m
47128,50.639598,-4.407654,229851.0,84979.0,2.126,0.392,1.2,0.433,0.837,level,Stage,m
2169,52.381603,-2.724237,350800.0,276200.0,4.976,0.709,2.4,0.771,1.753,level,Stage,mASD
E6140,50.950221,0.630976,584900.0,120050.0,1.881,0.0,0.457,0.0,0.675,level,Stage,mASD
52213,51.199702,-2.861707,339889.0,144852.0,3.09,1.25,2.042,1.586,1.646,level,Stage,mAOD
2071,51.922936,-2.265002,381872.0,224969.0,6.029,0.384,3.576,0.579,3.334,level,Stage,mASD
L2221,54.090598,-1.497502,432965.0,466195.0,0.838,0.128,0.5,0.139,0.229,level,Stage,m
E21230,52.492126,0.938899,599617.0,292307.0,2.178,0.03,1.43,0.102,0.908,level,Stage,m
E23277,52.181244,1.008338,605768.0,257933.0,1.55,0.076,0.97,0.13,0.416,level,Stage,m
690715,53.481022,-2.212509,385994.0,398278.0,3.365,0.042,2.5700000000000003,0.083,0.442,level,Stage,m
E2270,51.148275,0.682267,587700.0,142200.0,4.162,0.0,3.06,0.278,1.918,level,Stage,mASD
53184,51.439017,-2.62578,356600.0,171300.0,3.603,0.8300000000000001,1.16,0.914,1.139,level,Stage,mASD
1745TH,51.632965,-1.505814,434300.0,192800.0,1.982,0.0,0.62,0.069,0.528,level,Stage,mASD
L39011,54.544678,-1.19878,451930.0,516899.0,0.8250000000000001,0.001,0.35,0.012,0.049,level,Stage,m
761706,54.628797,-2.837846,346007.0,526287.0,1.998,0.21,1.2,0.3,0.663,level,Stage,m
F3105,53.985472,-0.374695,506671.0,455604.0,1.994,0.262,1.517,0.411,1.071,level,Stage,m
2034,52.385318,-2.337878,377100.0,276420.0,2.984,0.047,1.0,0.084,0.246,level,Stage,mASD
E1310,52.493886,-0.649292,491800.0,289300.0,4.457,0.0,2.5,0.003,0.2,level,Stage,mASD
4980TH,51.839044,-0.027533,535990.0,217444.0,1.986,0.053,2.0,0.128,0.483,level,Stage,mASD
L3208,53.767537,-0.330293,510153.0,431427.0,4.55,0.104,4.1,0.453,2.354,level,Stage,mAOD
737537,54.284617,-3.085173,329450.0,488210.0,1.701,0.06,0.95,0.18,0.932,level,Stage,m
E2119,52.246264,-0.779863,483400.0,261600.0,1.237,0.0,0.605,0.273,0.486,level,Stage,mASD
2124,51.764493,-2.556805,361670.0,207460.0,1.268,0.006,0.6000000000000001,0.044,0.386,level,Stage,mASD
F2125,53.971111,-1.38968,440132.0,452956.0,2.979,0.08,0.472,0.15,0.472,level,Stage,m
53147,51.543699,-2.464859,367859.0,182859.0,5.89,-1.61,0.591,0.141,0.718,level,Stage,mASD
L3250,53.874886,-0.318231,510665.0,443388.0,3.05,-0.4,2.0,-0.312,0.475,level,Stage,mAOD
024006,54.746819,-2.074526,395300.0,539100.0,1.503,0.02,0.8200000000000001,0.036,0.289,level,Stage,m
0530TH,51.667039,-1.816893,412760.0,196490.0,1.436,-0.532,1.273,-0.6000000000000001,0.826,level,Stage,mASD
E11301,50.863667,-1.166426,458760.0,107460.0,2.215,0.012,1.39,0.076,0.454,level,Stage,mASD
4098,53.591975,-0.738178,483616.0,411341.0,7.23,-0.207,5.0,0.612,4.111,level,Stage,mASD
48110,50.333505,-5.137115,176841.0,52883.0,1.528,0.188,1.09,0.135,0.49,level,Stage,m
E24829,52.249147,-0.485347,503500.0,262300.0,2.179,0.587,0.7000000000000001,0.12,0.544,level,Stage,mASD
44216,50.795256,-2.522871,363244.0,99652.0,0.551,0.06,0.255,0.072,0.32,level,Stage,m
E1782,52.470494,-0.909111,474200.0,286400.0,2.39,0.0,1.39,0.04,0.337,level,Stage,mASD
45121,51.021855,-3.5313600000000003,292691.0,125837.0,3.05,0.06,1.5,0.179,0.94,level,Stage,m
E8360,50.968752,0.097884,547400.0,120910.0,1.49,0.0,1.3,0.3,0.577,level,Stage,mASD
52211,51.112337,-2.451073,368520.0,134880.0,2.692,0.2,0.673,0.19,0.542,level,Stage,mASD
E21968,52.320879,-0.002271,536256.0,271077.0,3.1,0.092,1.215,0.215,0.986,level,Stage,mASD
48187,50.206022,-5.49846,150465.0,39860.0,1.233,0.002,0.659,0.028,0.151,level,Stage,m
690713,53.474178,-2.228957,384900.0,397520.0,1.714,0.03,1.4,0.069,0.246,level,Stage,m
2639,52.394857,-3.160345,321140.0,278061.0,2.535,0.001,0.6000000000000001,0.024,0.602,level,Stage,mASD
E1835,53.329892,-0.6440549999999999,490400.0,382300.0,4.344,0.0,2.87,0.836,1.207,level,Stage,mASD
L3243,53.804698,-0.309166,511447.0,435594.0,0.8300000000000001,-2.62,-0.6000000000000001,-2.527,-1.805,level,Stage,mAOD
2894TH,51.440219,-0.535292,501899.0,172265.0,3.324,0.305,2.2,0.43,1.304,level,Stage,mASD
024017,54.82499,-1.744671,416502.0,547826.0,2.245,0.065,1.2,0.099,0.356,level,Stage,m
E1533,52.526819,-0.428685,506697.0,293266.0,1.944,0.0,0.501,0.117,0.249,level,Stage,mASD
2251TH,51.508084,-1.530219,432700.0,178900.0,1.43,0.653,1.2,0.7000000000000001,0.778,level,Stage,mASD
710315,53.877796,-2.387601,374615.0,442471.0,0.8300000000000001,0.041,0.675,0.067,0.396,level,Stage,m
730512,54.3317,-2.736971,352173.0,493156.0,3.029,0.185,0.6000000000000001,0.22,0.41,level,Stage,m
48121,50.340195,-5.15746,175425.0,53688.0,0.938,0.0,1.0,0.01,0.472,level,Stage,m
5390TH,51.567832,-0.051025,535177.0,187240.0,6.484,5.065,6.1,5.7780000000000005,5.828,level,Stage,mASD
E1708,53.106632,0.0137,534900.0,358500.0,2.44,-0.01,1.802,0.025,0.275,level,Stage,m
4182TH,51.394765,-0.097302,532470.0,167910.0,2.531,0.93,2.335,0.958,0.983,level,Stage,mASD
5459TH,51.65178,0.1190239999999999,546691.0,196903.0,2.603,0.799,2.1,0.8200000000000001,1.955,level,Stage,mASD
47137,50.823657,-4.438698,228331.0,105515.0,2.43,0.035,1.8,0.06,1.186,level,Stage,m
52153,51.008129,-2.832096,341717.0,123524.0,3.93,0.312,3.019,0.917,3.317,level,Stage,mASD
2250TH,51.401605,-1.323874,447130.0,167170.0,1.49,0.742,1.35,0.941,1.089,level,Stage,mASD
1408TH,52.167771,-1.212815,453936.0,252460.0,2.914,0.834,2.0,0.848,1.114,level,Stage,mASD
4206,52.435233,-1.913503,405977.0,281922.0,1.817,0.0,1.1,0.0,0.032,level,Stage,mASD
L1527,53.897872,-2.008295,399552.0,444635.0,2.437,0.012,1.45,0.043,0.762,level,Stage,m
L2808,54.081972,-0.877479,473534.0,465701.0,15.291,13.166,15.05,14.235,14.574,level,Stage,mAOD
53135,51.581999,-2.158019,389147.0,187028.0,1.27,0.05,0.55,0.149,0.673,level,Stage,m
E22152,52.432388,0.8770249999999999,595682.0,285495.0,1.207,0.06,0.503,0.1,0.33,level,Stage,m
2627,52.352672,-1.567041,429586.0,272823.0,2.384,0.627,1.44,0.655,0.826,level,Stage,mASD
