stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,dryvalue,dryvaluemax,dryvaluemin,wetvalue,wetvaluemax,wetvaluemin,qualifier,parameter
3870TH,"Greenford, Costons Lane",51.527366,-0.344873,1.752,0.102,1.105,0.127,0.1928229166666665,0.283,0.149,0.176,0.176,0.176,['Stage'],['levelASD']
3880TH,Hanwell,51.508638,-0.342569,2.725,0.771,3.489,0.842,0.8756979166666662,0.943,0.847,0.86,0.86,0.86,['Stage'],['levelASD']
3892TH,Brentford,51.48248,-0.312323,1.981,,,,0.3984270833333336,1.537,0.214,0.258,0.258,0.258,['Stage'],['levelASD']
38_BRENT_RES,Brent Reservoir,51.570831,-0.245027,,,,,-1.080874999999999,-1.049,-1.092,-1.07,-1.07,-1.07,['Stage'],['levelASD']
4001,Yorkshire Bridge,53.362304,-1.703631,2.8040000000000003,0.01,1.6,0.302,0.3321041666666664,0.352,0.326,0.329,0.329,0.329,['Stage'],['levelASD']
4002,Hamstall Ridware,52.770034,-1.840172,1.298,0.069,0.8,0.101,0.11809374999999993,0.121,0.116,0.122,0.122,0.122,['Stage'],['levelASD']
4003,Water Orton,52.52039,-1.751178,3.429,0.079,1.436,0.27,0.24863541666666655,0.262,0.235,0.309,0.309,0.309,['Stage'],['levelASD']
4006,Great Haywood,52.805262,-2.011076,3.283,0.6920000000000001,1.502,0.803,0.8940937500000007,0.915,0.874,0.988,0.988,0.988,['Stage'],['levelASD']
4007,Shardlow,52.865431,-1.335368,3.455,0.317,1.7000000000000002,0.413,0.6631250000000002,0.706,0.63,0.734,0.734,0.734,['Stage'],['levelASD']
4008,Rocester,52.95455,-1.833986,2.091,0.076,0.671,0.167,0.2402812500000002,0.249,0.233,0.245,0.245,0.245,['Stage'],['levelASD']
4009,Colwick,52.952707,-1.07772,5.496,0.758,3.6,1.014,1.1901875000000002,1.403,1.077,1.288,1.288,1.288,['Stage'],['levelASD']
4011,Matlock,53.124099,-1.557929,5.181,0.071,2.5,0.285,0.48414583333333305,0.5,0.472,0.637,0.637,0.637,['Stage'],['levelASD']
4012,Kings Bromley,52.75692,-1.805399,2.678,0.086,1.521,0.583,0.6254166666666665,0.641,0.607,0.715,0.715,0.715,['Stage'],['levelASD']
4014,Milford,52.791503,-2.038506,2.866,0.005,1.986,0.3,0.5193854166666668,0.542,0.501,0.521,0.521,0.521,['Stage'],['levelASD']
4015,Mattersey,53.397737,-0.964956,2.807,0.294,2.7,0.548,0.9518958333333335,0.971,0.933,1.296,1.296,1.296,['Stage'],['levelASD']
4018,Marston on Dove,52.855534,-1.648727,2.698,0.026,1.75,0.492,0.5541979166666665,0.566,0.544,0.593,0.593,0.593,['Stage'],['levelASD']
4019,Drakelow,52.780647,-1.647106,3.797,0.812,2.038,1.018,1.1588541666666667,1.185,1.111,1.205,1.205,1.205,['Stage'],['levelASD']
4022,North Muskham,53.131855,-0.803653,3.953,0.614,3.3,0.798,0.94153125,0.98,0.896,1.017,1.017,1.017,['Stage'],['levelASD']
4023,Ashford in the Water,53.223665,-1.727504,1.5630000000000002,0.221,0.75,0.267,0.3081458333333329,0.311,0.306,0.368,0.368,0.368,['Stage'],['levelASD']
4024,Syston,52.706226,-1.091508,3.834,1.298,2.773,1.427,1.447864583333333,1.459,1.435,1.455,1.455,1.455,['Stage'],['levelASD']
4026,Polesworth,52.627897,-1.613026,2.567,0.002,0.7030000000000001,0.122,0.22542708333333336,0.244,0.211,0.214,0.214,0.214,['Stage'],['levelASD']
4031,Ilam,53.053456,-1.793028,2.806,0.021,0.524,0.095,0.20630208333333344,0.215,0.198,0.185,0.185,0.185,['Stage'],['levelASD']
4032,Church Warsop,53.206134,-1.165417,1.42,0.11,0.41,0.15,0.19592708333333334,0.238,0.172,0.2635,0.2635,0.2635,['Stage'],['levelASD']
4033,Hollinsclough LVL,53.198546,-1.906769,,,,,0.16248958333333333,0.174,0.153,0.235,0.235,0.235,['Stage'],['levelASD']
4036,Twyford Bridge,53.26962,-0.952008,2.815,0.294,1.42,0.162,0.9663749999999993,0.979,0.947,0.872,0.872,0.872,['Stage'],['levelASD']
4037,Mytham Bridge,53.335557,-1.683843,4.411,0.6930000000000001,3.2,0.777,0.8333541666666666,0.839,0.826,0.87,0.87,0.87,['Stage'],['levelASD']
4039,Calthorpe Park,52.460104,-1.897221,2.503,0.11,0.416,0.087,0.10319791666666668,0.107,0.1,0.124,0.124,0.124,['Stage'],['levelASD']
4040,Bucknall,53.017569,-2.162134,2.511,0.03,0.388,0.067,0.1135416666666668,0.118,0.108,0.155,0.155,0.155,['Stage'],['levelASD']
4040TH,Motspur Park,51.393329,-0.241392,1.877,0.77,2.13,0.912,0.9303854166666673,0.938,0.835,0.987,0.987,0.987,['Stage'],['levelASD']
4041,Waterhouses,53.04899,-1.879122,3.06,0.084,0.466,0.119,0.2198333333333333,0.224,0.21,0.224,0.224,0.224,['Stage'],['levelASD']
4043,Chatsworth,53.211297,-1.610938,5.166,0.962,3.3,1.037,1.0662395833333334,1.071,1.063,1.116,1.116,1.116,['Stage'],['levelASD']
4044,Cuckney LVL,53.2366,-1.145421,,,,,0.12358333333333332,0.126,0.122,0.166,0.166,0.166,['Stage'],['levelASD']
4045TH,North Cheam,51.374843,-0.208335,2.915,0.7030000000000001,2.39,0.734,0.9771145833333329,0.98,0.973,0.947,0.947,0.947,['Stage'],['levelASD']
4046,Izaak Walton,53.055864,-1.782274,1.607,0.196,0.59,0.271,0.3189062500000003,0.323,0.316,0.392,0.392,0.392,['Stage'],['levelASD']
4048,Wingfield Park,53.072731,-1.441438,2.864,0.084,2.0,0.223,0.25811458333333354,0.265,0.252,0.336,0.336,0.336,['Stage'],['levelASD']
4049,Worksop,53.309224,-1.138194,2.189,0.09,1.05,0.149,0.18919791666666663,0.201,0.173,0.254,0.254,0.254,['Stage'],['levelASD']
4050,Auckley LVL,53.503749,-1.027736,,,,,0.34534375,0.376,0.317,0.343,0.343,0.343,['Stage'],['levelASD']
4050TH,Morden Park,51.391152,-0.216322,2.399,0.279,1.76,0.459,0.5596249999999999,0.58,0.515,0.531,0.531,0.531,['Stage'],['levelASD']
4052,Great Bridgford,52.839744,-2.174088,1.381,0.079,0.539,0.223,0.2637916666666666,0.268,0.261,0.333,0.333,0.333,['Stage'],['levelASD']
4053,Penkridge,52.727805,-2.117669,2.495,0.1,0.756,0.217,0.2538645833333332,0.263,0.245,0.297,0.297,0.297,['Stage'],['levelASD']
4055,Duffield,52.998306,-1.525391,1.879,0.084,0.9,0.142,0.1725937499999999,0.177,0.167,0.20450000000000002,0.20450000000000002,0.20450000000000002,['Stage'],['levelASD']
4056,Rothley,52.7031,-1.142483,2.217,0.098,1.25,0.15,0.21485416666666668,0.221,0.209,0.195,0.195,0.195,['Stage'],['levelASD']
4058,Ashbourne,53.013888,-1.738962,1.963,0.068,0.351,0.147,0.1928541666666668,0.2,0.184,0.182,0.182,0.182,['Stage'],['levelASD']
4060,Lowdham,53.024857,-1.028024,1.243,0.058,0.75,0.098,0.15551041666666673,0.16,0.15,0.183,0.183,0.183,['Stage'],['levelASD']
4061,Basford Bridge,53.06433,-2.026812,2.673,0.14,1.078,0.257,0.3256562499999999,0.341,0.318,0.382,0.382,0.382,['Stage'],['levelASD']
4064,Scotter,53.498488,-0.664311,2.8200000000000003,0.082,1.75,0.094,0.058833333333333356,0.066,0.053,0.089,0.089,0.089,['Stage'],['levelASD']
4066,Bacons End,52.484208,-1.731944,1.964,0.082,0.385,0.129,0.16380208333333326,0.17,0.16,0.189,0.189,0.189,['Stage'],['levelASD']
4067,Church Wilne,52.880685,-1.346428,2.515,0.341,1.6,0.492,0.5344583333333337,0.568,0.524,0.624,0.624,0.624,['Stage'],['levelASD']
4069,Tamworth,52.631289,-1.697508,2.733,0.06,1.296,0.08,0.914822916666667,0.945,0.887,0.905,0.905,0.905,['Stage'],['levelASD']
4070TH,New Malden,51.410502,-0.247204,2.459,0.338,2.4,0.779,0.789958333333333,0.801,0.746,0.776,0.776,0.776,['Stage'],['levelASD']
4071,Farndon,53.062491,-0.852881,2.76,0.16,0.91,0.22,0.3238958333333333,0.363,0.289,0.365,0.365,0.365,['Stage'],['levelASD']
4072,Southwell,53.077901,-0.934277,1.997,0.097,1.05,0.135,0.17386458333333335,0.176,0.172,0.216,0.216,0.216,['Stage'],['levelASD']
4074,Kegworth,52.831898,-1.273539,1.312,0.324,1.006,0.412,0.4663750000000002,0.474,0.46,0.462,0.462,0.462,['Stage'],['levelASD']
4078,Doveridge,52.902503,-1.834928,2.925,0.435,1.405,0.67,0.7767916666666671,0.787,0.767,0.83,0.83,0.83,['Stage'],['levelASD']
4079,Shallowford,52.858989,-2.187087,1.295,0.109,1.2,0.154,0.2152604166666667,0.219,0.212,0.257,0.257,0.257,['Stage'],['levelASD']
4080,Lea Marston,52.541117,-1.695622,1.994,0.185,0.799,0.302,0.3439166666666667,0.389,0.289,0.409,0.409,0.409,['Stage'],['levelASD']
4080TH,Wimbledon Common,51.431619,-0.25215,1.868,0.0,1.61,0.1,0.2360000000000002,0.254,0.212,0.223,0.223,0.223,['Stage'],['levelASD']
4081,Bescot,52.560205,-1.983428,3.506,0.36,1.247,0.318,0.9998437500000005,1.041,0.967,0.898,0.898,0.898,['Stage'],['levelASD']
4082,Littlethorpe,52.571268,-1.201273,2.638,0.279,2.132,0.464,0.6035937499999999,0.627,0.584,0.63,0.63,0.63,['Stage'],['levelASD']
4083,Darlaston,52.916247,-2.171867,2.94,0.594,1.486,0.471,0.7620104166666669,0.786,0.73,1.083,1.083,1.083,['Stage'],['levelASD']
4084,Sandwell LVL,52.531656,-1.958157,,,,,0.47393749999999985,0.488,0.468,0.494,0.494,0.494,['Stage'],['levelASD']
4085,Derby City,52.92726,-1.475443,3.349,0.49,2.0,0.583,0.5513958333333333,0.571,0.547,0.621,0.621,0.621,['Stage'],['levelASD']
4086,South Wigston,52.573856,-1.13453,2.761,0.524,1.607,0.6000000000000001,0.7095833333333336,0.732,0.694,0.681,0.681,0.681,['Stage'],['levelASD']
4087,Perry Park,52.524933,-1.911514,3.387,0.265,0.868,0.41,0.5618854166666667,0.597,0.534,0.564,0.564,0.564,['Stage'],['levelASD']
4087TH,Arabella Drive,51.465498,-0.253664,,,,,0.22743749999999996,0.376,0.206,0.264,0.264,0.264,['Stage'],['levelASD']
4088,Blacktoft TL,53.707031,-0.725316,,,,,0.9835729166666667,4.374,-1.412,-1.205,-1.205,-1.205,['Stage'],['levelASD']
4091,Blyth,53.377166,-1.053244,2.317,0.26,1.6,0.422,0.4229687499999999,0.437,0.407,0.719,0.719,0.719,['Stage'],['levelASD']
4091TH,Barnes,51.47009,-0.245065,1.836,0.511,2.14,0.897,1.2497812499999992,1.502,1.214,1.224,1.224,1.224,['Stage'],['levelASD']
4093,Pillings Lock,52.758541,-1.164067,2.254,0.649,1.144,0.935,1.0120416666666667,1.026,0.996,0.977,0.977,0.977,['Stage'],['levelASD']
4094,Castle Farm,52.496238,-1.688419,2.337,0.376,1.275,0.617,0.6725,0.687,0.656,0.707,0.707,0.707,['Stage'],['levelASD']
4095,Hopwas,52.643962,-1.73394,3.208,0.252,2.1,0.418,0.6081666666666667,1.581,0.529,0.561,0.561,0.561,['Stage'],['levelASD']
4098,Keadby,53.591975,-0.738178,7.23,-0.207,6.6,0.612,2.4059861111111114,5.476,0.51,0.46,0.46,0.46,['Stage'],['levelASD']
4099,Gainsborough,53.392687,-0.776833,5.675,0.344,5.0,1.29,2.2248854166666674,4.172,1.096,1.164,1.164,1.164,['Stage'],['levelASD']
4101,Sheepwash,52.523665,-2.039788,2.83,0.215,2.66,0.286,0.36284374999999996,0.368,0.359,0.311,0.311,0.311,['Stage'],['levelASD']
4105,Park Hill,52.558696,-1.999094,2.728,0.144,2.16,0.203,0.26816666666666666,0.272,0.265,0.259,0.259,0.259,['Stage'],['levelASD']
4115,Mansfield The Dykes,53.166753,-1.164236,1.634,0.186,1.0,0.246,0.26275000000000004,0.286,0.235,0.299,0.299,0.299,['Stage'],['levelASD']
4116,Whitewater Bridge,53.226502,-1.008036,1.423,0.107,0.8,0.244,0.26391666666666674,0.286,0.234,0.292,0.292,0.292,['Stage'],['levelASD']
4117,Whatstandwell LVL,53.087267,-1.506572,,,,,0.49037499999999984,0.496,0.485,0.586,0.586,0.586,['Stage'],['levelASD']
4118,Perlethorpe,53.233981,-1.032134,1.382,0.113,0.47,0.175,0.39250000000000035,0.398,0.387,0.466,0.466,0.466,['Stage'],['levelASD']
4119,Froghall,53.023087,-1.968659,2.98,0.0,2.1,0.02,0.12621875000000002,0.146,0.105,0.18,0.18,0.18,['Stage'],['levelASD']
4121,Upper Tean,52.953586,-1.989532,1.934,0.034,0.4,0.039,0.2442916666666668,0.247,0.241,0.313,0.313,0.313,['Stage'],['levelASD']
4122,Mayfield,52.999734,-1.762306,2.982,0.084,2.1,0.241,0.4297395833333331,0.442,0.418,0.442,0.442,0.442,['Stage'],['levelASD']
4123,Mancetter,52.567357,-1.52579,2.15,0.361,1.7000000000000002,0.455,0.7730104166666668,0.805,0.746,0.721,0.721,0.721,['Stage'],['levelASD']
4124,Aston Bridge,52.877141,-1.759128,3.545,0.298,1.5550000000000002,0.384,0.773260416666667,0.793,0.754,0.723,0.723,0.723,['Stage'],['levelASD']
4125,Marchington,52.874007,-1.799498,1.789,0.103,1.2,0.134,0.17977083333333357,0.182,0.178,0.161,0.161,0.161,['Stage'],['levelASD']
4126,Clifton Bridge,52.92478,-1.166968,5.392,0.652,2.9,0.86,1.0259479166666667,1.133,0.968,1.045,1.045,1.045,['Stage'],['levelASD']
4127,Cranfleet Lock LVL,52.879472,-1.254839,,,,,0.9624062499999995,1.122,0.798,0.942,0.942,0.942,['Stage'],['levelASD']
4129,Cheswick Green,52.376154,-1.814434,1.725,0.177,0.545,0.187,0.25115625,0.255,0.247,0.28,0.28,0.28,['Stage'],['levelASD']
4131,Willington,52.848235,-1.562071,3.709,0.107,2.35,0.858,1.050270833333334,1.077,0.991,1.121,1.121,1.121,['Stage'],['levelASD']
4139TH,Waddon Ponds,51.371312,-0.120688,0.427,-0.246,0.32,0.0,0.05826041666666663,0.059,0.057,0.087,0.087,0.087,['Stage'],['levelASD']
4142,Quixhill,52.976338,-1.86056,2.829,0.209,0.79,0.255,0.32465625000000026,0.334,0.314,0.343,0.343,0.343,['Stage'],['levelASD']
4143,Leek,53.1201,-2.012802,1.67,0.055,0.505,0.183,0.3043749999999997,0.305,0.303,0.377,0.377,0.377,['Stage'],['levelASD']
4145,Sharnford,52.522794,-1.29766,1.746,0.08,1.0,0.13,0.2886145833333333,0.292,0.284,0.297,0.297,0.297,['Stage'],['levelASD']
4146,Pinxton,53.0832,-1.32769,2.52,0.037,1.0,0.072,0.07483333333333335,0.091,0.061,0.124,0.124,0.124,['Stage'],['levelASD']
4147,Anslow,52.839223,-1.665782,1.997,0.289,1.0,0.303,0.30001041666666634,0.301,0.299,0.31,0.31,0.31,['Stage'],['levelASD']
4148,Egginton,52.854343,-1.601779,2.201,0.135,1.52,0.159,0.16274999999999998,0.167,0.16,0.174,0.174,0.174,['Stage'],['levelASD']
4149,Nuneaton,52.520949,-1.440825,1.999,0.173,1.72,0.348,0.7500104166666669,0.77,0.733,0.739,0.739,0.739,['Stage'],['levelASD']
4150TH,Beddington Park,51.373583,-0.138986,1.826,0.029,1.6,0.065,0.29769791666666645,0.3,0.296,0.335,0.335,0.335,['Stage'],['levelASD']
4151TH,River Wandle at Beddington Park FD,51.370858,-0.151524,,,,,-0.014052083333333326,-0.013,-0.015,-0.006,-0.006,-0.006,['Stage'],['levelASD']
4152,Newcastle Under Lyme,53.008317,-2.228776,,,,,0.2446041666666667,0.262,0.239,,,,[],[]
4153,Hints,52.620739,-1.76228,2.282,0.888,1.5,0.961,1.2349479166666664,1.25,1.22,1.299,1.299,1.299,['Stage'],['levelASD']
4155,Colston Bassett,52.896019,-0.962231,2.909,0.464,1.7000000000000002,0.492,0.5006875,0.513,0.481,0.552,0.552,0.552,['Stage'],['levelASD']
4158,Glenfield,52.648317,-1.215391,2.411,0.6900000000000001,1.15,0.76,0.870145833333333,0.906,0.844,0.816,0.816,0.816,['Stage'],['levelASD']
4159,Blythe Bridge,52.970005,-2.073464,1.661,0.205,0.94,0.261,0.31229166666666686,0.316,0.308,0.356,0.356,0.356,['Stage'],['levelASD']
4159TH,Carshalton Ponds,51.367034,-0.162812,0.5660000000000001,-0.126,0.425,0.047,0.1236562499999997,0.124,0.123,0.182,0.182,0.182,['Stage'],['levelASD']
4161,Great Glen,52.574167,-1.035067,3.14,0.76,1.22,0.77,0.8149270833333331,0.82,0.811,0.819,0.819,0.819,['Stage'],['levelASD']
4163,Day Brook,52.986245,-1.163701,1.364,0.015,0.95,0.033,0.049729166666666665,0.052,0.046,0.094,0.094,0.094,['Stage'],['levelASD']
4164,Ordsall,53.308371,-0.942655,1.653,0.056,0.85,0.19,0.24102083333333343,0.246,0.233,0.652,0.652,0.652,['Stage'],['levelASD']
4165,Brookhouse Farm,53.083974,-2.178955,1.5470000000000002,0.149,0.95,0.189,0.2472708333333332,0.255,0.242,0.299,0.299,0.299,['Stage'],['levelASD']
4165TH,Hackbridge,51.377064,-0.160112,2.02,1.176,1.935,1.272,1.2528958333333335,1.258,1.25,1.306,1.306,1.306,['Stage'],['levelASD']
4166,Sutton Mill,52.899788,-1.657587,1.775,0.511,1.5,0.578,0.6357812500000002,0.642,0.629,0.644,0.644,0.644,['Stage'],['levelASD']
4167,Packington,52.726224,-1.468529,2.1,0.144,1.2,0.173,0.2169791666666666,0.219,0.214,0.277,0.277,0.277,['Stage'],['levelASD']
4168,Horsebottoms,52.893044,-1.72631,2.209,0.249,1.8,0.274,0.34965624999999995,0.353,0.346,0.396,0.396,0.396,['Stage'],['levelASD']
4169,Hoar Cross,52.780092,-1.792694,1.91,0.159,1.4,0.189,0.19785416666666675,0.205,0.19,0.207,0.207,0.207,['Stage'],['levelASD']
4170,Deepmore Farm,52.671341,-2.108289,1.969,0.113,0.91,0.186,0.2670520833333333,0.286,0.247,0.303,0.303,0.303,['Stage'],['levelASD']
4171,Croxall LVL,52.731408,-1.705184,,,,,0.4047083333333335,0.441,0.362,0.453,0.453,0.453,['Stage'],['levelASD']
4172,Solihull Lodge,52.397668,-1.853805,1.929,0.151,0.418,0.162,0.2764583333333334,0.279,0.274,0.289,0.289,0.289,['Stage'],['levelASD']
4173,Temple Mill,52.62825,-1.47564,1.788,0.17,1.25,0.235,0.2936562499999999,0.306,0.287,0.285,0.285,0.285,['Stage'],['levelASD']
4173TH,River Wandle at Ravensbury Mill ,51.398338,-0.183625,,,,,-0.008437500000000006,0.005,-0.019,-0.011,-0.011,-0.011,['Stage'],['levelASD']
4174,Freemans Weir,52.619792,-1.146475,0.5680000000000001,0.05,0.47,0.173,0.19428125000000027,0.207,0.185,0.193,0.193,0.193,['Stage'],['levelASD']
4175,Clifton Hall,52.698639,-1.610921,2.353,0.082,1.48,0.118,0.14715625000000013,0.15,0.141,0.188,0.188,0.188,['Stage'],['levelASD']
4175TH,River Wandle at Morden Hall,51.402267,-0.187639,,,,,-0.008385416666666671,0.002,-0.02,-0.011,-0.011,-0.011,['Stage'],['levelASD']
4176,Cannock,52.682553,-2.025244,2.357,0.019,2.2,0.132,0.21629166666666666,0.219,0.213,0.283,0.283,0.283,['Stage'],['levelASD']
4177,Coven,52.662979,-2.143695,2.483,0.166,1.33,0.229,0.5697708333333337,0.584,0.557,0.697,0.697,0.697,['Stage'],['levelASD']
4177TH,River Wandle at Merton Abbey,51.41336,-0.183893,,,,,0.005499999999999999,0.041,-0.046,0.079,0.079,0.079,['Stage'],['levelASD']
4179,Knypersley,53.08361,-2.1565,1.238,0.298,1.24,0.334,0.40210416666666693,0.403,0.4,0.458,0.458,0.458,['Stage'],['levelASD']
4180,Leasows Farm,52.910637,-1.862124,1.741,0.011,1.8,0.066,0.2843125000000002,0.292,0.275,0.342,0.342,0.342,['Stage'],['levelASD']
4180_w1TH,Wandle Park Main Channel,51.419659,-0.18127,1.997,0.071,0.535,0.214,0.33619791666666665,0.389,0.272,0.405,0.405,0.405,['Stage'],['levelASD']
4180_w2TH,Wandle Park Side Channel,51.419659,-0.18127,1.164,-0.044,1.7000000000000002,0.058,0.09296875000000004,0.113,0.07,0.223,0.223,0.223,['Stage'],['levelASD']
4181,Adderley (Cheadle) LVL,52.991475,-2.013285,,,,,0.19187500000000002,0.194,0.189,0.216,0.216,0.216,['Stage'],['levelASD']
4182,Astonfields,52.817973,-2.113758,1.5550000000000002,0.046,0.84,0.104,0.18284374999999986,0.188,0.178,0.246,0.246,0.246,['Stage'],['levelASD']
4182TH,Thornton Heath,51.394765,-0.097302,2.531,0.93,2.335,0.958,0.9764583333333327,0.981,0.972,0.947,0.947,0.947,['Stage'],['levelASD']
4183,Flint Mill,53.070627,-2.041308,3.37,0.022,1.9,0.059,0.17539583333333328,0.185,0.164,0.262,0.262,0.262,['Stage'],['levelASD']
4186,Shipley Gate,53.003454,-1.310004,3.079,0.882,2.8,0.964,1.1319374999999994,1.159,1.109,1.198,1.198,1.198,['Stage'],['levelASD']
4186TH,Abercairn Road,51.416099,-0.143444,2.868,0.753,2.7,0.834,0.8833750000000005,0.893,0.88,0.861,0.861,0.861,['Stage'],['levelASD']
4187,Oxton Dumble,53.052096,-1.067469,,,,,0.03876041666666668,0.041,0.034,0.042,0.042,0.042,['Stage'],['levelASD']
4188,Cheadle LVL,52.995269,-1.986021,,,,,0.17931250000000007,0.184,0.174,0.212,0.212,0.212,['Stage'],['levelASD']
4188TH,Graveney at Robinson Road ,51.422024,-0.174344,,,,,0.13433333333333317,0.14,0.131,0.205,0.205,0.205,['Stage'],['levelASD']
4189,Gunthorpe LVL,52.986363,-0.977571,,,,,0.5333229166666668,0.618,0.474,0.629,0.629,0.629,['Stage'],['levelASD']
4189TH,Longley Road,51.421965,-0.173411,2.873,-0.437,2.75,0.054,0.06052083333333331,0.065,0.059,0.027,0.027,0.027,['Stage'],['levelASD']
4190,Smithy Houses,53.019889,-1.425573,1.45,0.33,0.47,0.35,0.346125,0.357,0.334,0.368,0.368,0.368,['Stage'],['levelASD']
4191,Wensor Bridge FLOW,53.003783,-0.829178,,,,,0.5823020833333334,0.618,0.556,0.646,0.646,0.646,['Stage'],['levelASD']
4192,Melton Park,52.762225,-0.889833,2.49,0.47,1.26,0.77,0.36410416666666645,0.37,0.361,0.648,0.648,0.648,['Stage'],['levelASD']
4192TH,Summerstown,51.428571,-0.187677,3.11,0.486,3.485,0.853,1.0886354166666667,1.153,1.008,1.196,1.196,1.196,['Stage'],['levelASD']
4193,Brentingby Dam GATE,52.760041,-0.853952,,,,,1.6443333333333332,1.683,1.618,1.597,1.597,1.597,['Stage'],['levelASD']
4195,Whetstone,52.553447,-1.171951,1.447,0.071,1.1,0.088,0.15506249999999971,0.156,0.152,0.157,0.157,0.157,['Stage'],['levelASD']
4196,Shepshed,52.78322,-1.279553,2.186,0.475,1.6,0.529,0.627135416666667,0.653,0.599,0.708,0.708,0.708,['Stage'],['levelASD']
4197,Buxton,53.2536,-1.904027,1.795,0.092,1.16,0.16,0.19863541666666673,0.214,0.188,0.282,0.282,0.282,['Stage'],['levelASD']
4198,Woolsthorpe,52.899642,-0.758767,2.168,0.46,0.8200000000000001,0.51,0.6173437500000003,0.631,0.611,0.669,0.669,0.669,['Stage'],['levelASD']
4200,Walsall,52.568845,-1.992912,2.48,0.003,1.34,0.108,0.15179166666666669,0.209,0.104,0.177,0.177,0.177,['Stage'],['levelASD']
4202,Marefield,52.675277,-0.888192,,,,,0.864010416666666,0.866,0.863,0.951,0.951,0.951,['Logged'],['levelASD']
4203,Bulwell,53.009557,-1.190048,1.577,0.147,1.1,0.238,0.34313541666666675,0.349,0.337,0.432,0.432,0.432,['Stage'],['levelASD']
4204,Whitwick,52.739499,-1.353725,2.808,0.1,1.25,0.131,0.17781249999999985,0.183,0.17,0.156,0.156,0.156,['Stage'],['levelASD']
4205,Loughborough,52.765357,-1.214327,1.103,0.011,0.5,0.026,0.07453125000000009,0.077,0.071,0.072,0.072,0.072,['Stage'],['levelASD']
4206,Selly Park,52.435233,-1.913503,1.817,0.0,1.1,0.0,-0.02215624999999999,-0.019,-0.025,-0.035,-0.035,-0.035,['Stage'],['levelASD']
4207,Lowdham Grange,53.010442,-1.024175,1.539,0.072,0.6000000000000001,0.103,0.06966666666666668,0.07,0.069,0.091,0.091,0.091,['Stage'],['levelASD']
4208,Carlton,52.969773,-1.07353,,,,,0.21918749999999998,0.261,0.196,,,,[],[]
4249,Stafford,52.790235,-2.119721,0.894,0.051,0.6000000000000001,0.061,0.08470833333333315,0.089,0.084,0.081,0.081,0.081,['Stage'],['levelASD']
4252,Lisle Street LVL,52.777609,-1.21547,,,,,0.08052083333333339,0.083,0.078,0.081,0.081,0.081,['Stage'],['levelASD']
4259,Agnes Meadow,53.023273,-1.680181,1.657,0.052,0.9,0.083,0.11920833333333353,0.126,0.111,0.106,0.106,0.106,['Stage'],['levelASD']
43108,Tisbury,51.061485,-2.080366,2.9210000000000003,0.505,1.2,0.53,0.5706145833333335,0.573,0.568,0.593,0.593,0.593,['Stage'],['levelASD']
4310TH,Hayes Lane,51.392901,0.019484,1.045,-0.735,1.8,0.0,0.03837500000000001,0.044,0.03,0.034,0.034,0.034,['Stage'],['levelASD']
4314TH,Magpie Hall Lane,51.385199,0.047688,1.892,0.917,1.6,0.924,0.8976979166666675,0.902,0.893,0.954,0.954,0.954,['Stage'],['levelASD']
4317TH,Bishops Avenue,51.401378,0.028483,2.237,0.317,2.0,0.427,0.49880208333333376,0.5,0.498,0.486,0.486,0.486,['Stage'],['levelASD']
4319TH,Bromley South,51.400276,0.019377,0.92,0.029,1.85,0.052,0.05725000000000005,0.06,0.056,0.06,0.06,0.06,['Stage'],['levelASD']
43208,Lodden Bridge,51.034216,-2.265615,3.463,0.005,1.82,0.089,0.38333333333333314,0.406,0.364,0.158,0.158,0.158,['Stage'],['levelASD']
4320TH,Bromley,51.394835,0.016838,0.885,0.0,0.35,0.034,0.0581041666666666,0.061,0.055,0.061,0.061,0.061,['Stage'],['levelASD']
43210,Blandford,50.853069,-2.167089,2.782,0.293,1.1,0.388,0.14033333333333334,0.152,0.13,0.121,0.121,0.121,['Stage'],['levelASD']
4326TH,Beckenham Park,51.422952,-0.007672,1.48,0.168,1.979,0.471,0.5121354166666671,0.513,0.511,0.523,0.523,0.523,['Stage'],['levelASD']
4335TH,Upper Elmers End,51.391876,-0.03662,1.6720000000000002,-0.089,1.27,0.02,0.2597708333333334,0.267,0.253,0.243,0.243,0.243,['Stage'],['levelASD']
4345TH,Beckenham,51.406058,-0.024366,1.537,0.321,0.95,0.418,0.6513437500000002,0.665,0.639,0.506,0.506,0.506,['Stage'],['levelASD']
4369TH,Winsford Road,51.435695,-0.027404,0.886,0.036,1.35,0.071,0.09039583333333341,0.092,0.089,0.089,0.089,0.089,['Stage'],['levelASD']
4370TH,Catford Hill,51.441442,-0.026869,1.204,0.046,2.1,0.071,0.08764583333333337,0.088,0.086,0.097,0.097,0.097,['Stage'],['levelASD']
4372TH,Kydbrook Close,51.382923,0.075811,1.795,0.407,1.2,0.468,0.4166875000000001,0.42,0.407,0.494,0.494,0.494,['Stage'],['levelASD']
4378TH,Eynsford Close,51.383249,0.072664,1.761,-0.031,1.2,0.046,0.4249791666666662,0.427,0.423,0.426,0.426,0.426,['Stage'],['levelASD']
4380TH,Hazelmere Road,51.39528,0.078815,2.609,-0.023,1.2,0.141,0.5809479166666669,0.589,0.576,0.577,0.577,0.577,['Stage'],['levelASD']
