stationReference,latestReading,parameter,qualifier,unitName
380002TP,0.0,rainfall,Tipping Bucket Raingauge,mm
551440,,rainfall,Tipping Bucket Raingauge,---
564154,,rainfall,Tipping Bucket Raingauge,---
463589,0.0,rainfall,Tipping Bucket Raingauge,mm
E25173,0.0,rainfall,Tipping Bucket Raingauge,mm
E48676,0.0,rainfall,Tipping Bucket Raingauge,mm
585122,0.2,rainfall,Tipping Bucket Raingauge,mm
0323SO,0.0,rainfall,Tipping Bucket Raingauge,mm
340767,0.0,rainfall,Tipping Bucket Raingauge,mm
604142,0.0,rainfall,Tipping Bucket Raingauge,mm
E82080,0.0,rainfall,Tipping Bucket Raingauge,mm
605543,,rainfall,Tipping Bucket Raingauge,mm
E82120,0.0,rainfall,Tipping Bucket Raingauge,mm
575092______________________________________,,rainfall,Tipping Bucket Raingauge,mm
574786______________________________________,,rainfall,Tipping Bucket Raingauge,mm
015313,0.2,rainfall,Tipping Bucket Raingauge,mm
Not_Specified,0.0,rainfall,1,mm
NelsonGC,0.0,rainfall,Tipping Bucket Raingauge,mm
575092,0.0,rainfall,Tipping Bucket Raingauge,mm
E82920,0.0,rainfall,1,mm
E82960,0.0,rainfall,1,mm
1775,0.0,rainfall,Tipping Bucket Raingauge,mm
E84540,0.0,rainfall,Tipping Bucket Raingauge,mm
E84360,0.0,rainfall,Tipping Bucket Raingauge,mm
E82040,0.0,rainfall,Tipping Bucket Raingauge,mm
E84500,0.0,rainfall,Tipping Bucket Raingauge,mm
062916,,rainfall,Tipping Bucket Raingauge,mm
024121,0.0,rainfall,Tipping Bucket Raingauge,mm
574786,0.3,rainfall,Tipping Bucket Raingauge,mm
1772,0.0,rainfall,Tipping Bucket Raingauge,mm
3339,0.0,rainfall,Tipping Bucket Raingauge,mm
592850,0.0,rainfall,Tipping Bucket Raingauge,mm
075497,0.1,rainfall,Tipping Bucket Raingauge,mm
585160,0.6,rainfall,Tipping Bucket Raingauge,mm
14880,0.0,rainfall,Water,mm
540001RG,0.0,rainfall,Tipping Bucket Raingauge,mm
588006,0.2,rainfall,Tipping Bucket Raingauge,mm
Egerton1,0.0,rainfall,Tipping Bucket Raingauge,mm
605324,0.0,rainfall,Tipping Bucket Raingauge,mm
E60880,0.0,rainfall,Tipping Bucket Raingauge,mm
E85220,0.0,rainfall,Tipping Bucket Raingauge,mm
E82840,0.0,rainfall,Tipping Bucket Raingauge,mm
