stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
720101,53.978695,-2.677098,355690.0,453840.0,1.117,-1.0,0.6000000000000001,0.1
52130,50.873685,-2.566002,360271.0,108396.0,2.342,0.0,1.1,0.039
4180_w2TH,51.419659,-0.18127,526560.0,170530.0,1.164,-0.044,1.7000000000000002,0.058
4205,52.765357,-1.214327,453110.0,318930.0,1.103,0.011,0.5,0.026
5362TH,51.650298,-0.1640589999999999,527113.0,196208.0,0.984,-0.002,1.1,0.041
45215,50.796646,-3.183491,316687.0,100344.0,2.256,0.042,0.75,0.062
2139,51.885938,-2.052672,396471.0,220822.0,2.657,0.268,0.449,0.28
4094,52.496238,-1.688419,421250.0,288750.0,2.337,0.376,1.275,0.617
E13271,50.989153,-1.4851800000000002,436230.0,121210.0,1.319,0.01,0.76,0.065
2852TH,51.702625,-0.614039,495873.0,201341.0,0.678,0.295,0.7000000000000001,0.256
2635,51.890714,-2.066105,395547.0,221354.0,4.4,0.0,0.2,0.0
024013,54.619954,-1.7924449999999998,413500.0,525000.0,1.556,-0.013,0.65,0.047
724629,54.081344,-2.722026,352860.0,465290.0,8.168,0.12,3.6,0.28
L2403,53.833727,-1.12853,457450.0,437850.0,7.919,-0.012,6.1,0.835
2882TH,51.529235,-0.488741,504930.0,182230.0,1.402,0.211,0.8,0.274
722242,54.420034,-2.599286,361210.0,502900.0,5.618,0.119,2.7,0.215
47133,50.766235,-4.425512,229050.0,99100.0,2.425,0.012,1.4,0.077
E62201,52.451684,0.1639729999999999,547150.0,285950.0,1.65,0.2,1.156,0.6990000000000001
2150TH,51.435635,-1.201665,455590.0,171040.0,0.849,-0.176,0.65,0.019
2219TH,51.427238,-1.724504,419250.0,169840.0,0.812,0.005,0.857,0.047
2180TH,51.468325,-1.08539,463627.0,174770.0,1.954,0.8220000000000001,1.56,1.072
50152,51.1339,-4.153117,249451.0,139386.0,1.599,-0.099,0.65,-0.065
2227,52.309779,-2.59384,359610.0,268130.0,3.54,0.08,2.0,0.11
2302TH,51.501042,-0.886307,477400.0,178600.0,0.967,-0.18,0.3,0.006
F2220,54.133486,-1.537861,430294.0,470949.0,1.897,0.016,1.75,0.03
44221,50.790604,-2.41643,370743.0,99087.0,1.044,0.05,0.63,0.08
3660TH,51.488753,-0.412558,510312.0,177840.0,1.261,0.028,1.1,0.056
50115,50.973061,-3.909695,266017.0,121031.0,3.284,0.16,1.7000000000000002,0.271
4145,52.522794,-1.29766,447750.0,291890.0,1.746,0.08,1.0,0.13
E15611,51.194087,0.2363309999999999,556359.0,146251.0,4.664,0.6000000000000001,0.916,0.63
712415,53.79678,-2.234811,384630.0,433413.0,1.333,0.296,0.945,0.318
E21050,52.798728,0.4905589999999999,568006.0,325260.0,0.499,0.071,0.292,0.15
E15240,51.304292,0.18632,552500.0,158400.0,1.102,0.033,0.8,0.072
761605,54.616994,-2.818572,347236.0,524959.0,2.711,0.057,1.1,0.147
3110TH,51.440376,-0.512035,503515.0,172315.0,0.367,0.023,0.5,0.048
F2902,54.462097,-0.654478,487316.0,508248.0,4.0,0.228,1.3,0.361
45118,50.80427,-3.511305,293602.0,101613.0,3.638,0.1,2.0,0.233
E4803,53.077892,-0.274288,515700.0,354800.0,2.7,0.0,2.24,0.121
3626TH,51.561936,-0.3793249999999999,512439.0,186029.0,1.431,-0.157,1.1,0.012
E23052,52.481995,1.670537,649329.0,293455.0,1.507,-0.552,1.33,-0.35
4139TH,51.371312,-0.1206879999999999,530910.0,165260.0,0.427,-0.246,0.32,0.0
0630TH,51.799654,-1.885239,408010.0,211230.0,0.42,-0.002,0.28,0.017
52121,50.947873,-2.503101,364753.0,116614.0,0.388,0.0,0.2,0.02
E10893,50.851113,-0.7645529999999999,487065.0,106460.0,0.922,0.0,0.613,0.001
E21732,52.171412,0.099158,543650.0,254650.0,1.63,0.06,0.645,0.479
0660TH,51.754535,-1.825522,412140.0,206220.0,0.524,0.035,0.4,0.081
L17022,53.827584,-1.570463,428370.0,436900.0,1.648,0.177,0.8,0.202
4650TH,51.830547,-0.347917,513940.0,215950.0,1.633,-0.083,1.3,0.6980000000000001
760115,54.579834,-2.491428,368333.0,520627.0,4.722,0.19,1.8,0.251
3838TH,51.587068,-0.307266,517369.0,188937.0,2.092,-0.43,0.75,0.112
E12551,51.087739,-1.189248,456880.0,132360.0,0.716,0.083,0.5,0.126
43177,51.018287,-2.011504,399289.0,124324.0,1.141,0.0,0.611,0.0
4085,52.92726,-1.475443,435360.0,336780.0,3.349,0.49,2.0,0.583
E2862,52.890978,-0.62509,492600.0,333500.0,1.078,0.0,0.74,0.108
2032,52.049661,-2.200744,386330.0,239050.0,5.925,0.322,4.0,0.417
2626,52.248746,-1.994455,400475.0,261175.0,2.465,0.047,1.25,0.074
024004,54.6847,-1.818483,411800.0,532200.0,2.306,0.05,1.05,0.096
4832TH,51.861312,-0.11775,529711.0,219756.0,1.554,0.208,1.3,0.28
E1780,53.176218,-0.5711,495600.0,365300.0,2.431,0.0,2.11,0.159
751690,54.662671,-3.361333,312286.0,530585.0,4.973,0.84,1.5,0.905
47124,50.658035,-4.241876,241634.0,86661.0,2.284,0.045,2.0,0.113
L0601,53.425334,-1.36339,442400.0,392250.0,4.291,-0.08,2.0,0.073
4048,53.072731,-1.441438,437520.0,352980.0,2.864,0.084,2.0,0.223
E21324,52.314257,-0.444982,506100.0,269600.0,2.4130000000000003,0.05,0.7000000000000001,0.105
50180,50.648044,-3.431911,298860.0,84130.0,3.238,,,
2255,52.08804,-2.446839,369480.0,243394.0,1.911,0.01,0.8,0.03
E22035,52.364009,0.2603,554000.0,276400.0,2.051,1.055,1.744,1.457
692727,53.439969,-2.388645,374280.0,393760.0,4.917,0.168,4.3,0.233
50143,50.977311,-4.178073,247190.0,122026.0,4.376,-0.08,3.2,0.009
L1535,53.959571,-2.022817,398600.0,451500.0,2.9,-0.021,1.4,0.01
5129TH,51.89464,0.186331,550537.0,224047.0,0.874,-0.19,0.7000000000000001,0.058
E3401,51.273987,1.168823,621121.0,157530.0,0.755,0.0,0.53,0.015
1984TH,51.663282,-1.075268,464056.0,196461.0,1.934,1.0,1.75,0.9
53143,51.547559,-2.049871,396638.0,183187.0,2.43,0.0,0.7000000000000001,0.146
3401TH,51.429566,-0.318416,516999.0,171404.0,1.197,-0.3,0.217,0.009
52159,51.073454,-2.964814,332501.0,130902.0,5.889,2.029,3.42,2.5
2497TH,51.55135,-0.808421,482715.0,184280.0,0.516,-0.076,0.2,0.023
5189TH,51.773908,0.073644,543166.0,210394.0,2.145,0.036,1.9,0.053
48183,50.196411,-5.136703,176228.0,37642.0,0.8310000000000001,0.015,0.49,0.044
46130,50.421783,-3.918076,263840.0,59750.0,2.369,0.15,1.5,0.235
2702TH,51.438166,-0.537257,501767.0,172034.0,1.335,-0.067,0.3,0.08
49130,50.393206,-5.056217,182870.0,59280.0,1.586,0.025,0.746,0.044
4001,53.362304,-1.703631,419820.0,385090.0,2.8040000000000003,0.01,0.5,0.302
751110,54.677997,-3.24495,319823.0,532151.0,3.891,0.3,2.21,0.44
3245TH,51.239844,-0.166451,528090.0,150560.0,2.461,-0.053,2.0,0.493
690155,53.650068,-2.31342,379380.0,417110.0,3.385,0.309,2.3,0.255
720120,53.937868,-2.770317,349527.0,449360.0,2.409,0.237,2.52,0.248
531158,51.580872,-2.094819,393526.0,186895.0,1.475,0.084,0.542,0.089
E1187,53.144196,-0.1400509999999999,524500.0,362400.0,2.073,-1.15,1.1,0.003
2195,51.717437,-2.482837,366740.0,202190.0,11.711,1.979,10.2,2.0
713205,53.69442,-2.466407,369300.0,422100.0,0.801,0.02,1.125,0.034
L0504,53.445208,-1.549184,430040.0,394367.0,4.44,0.76,2.3,0.88
E21227,51.987468,0.752212,589078.0,235690.0,2.519,0.254,1.65,0.154
52112,51.003358,-2.683234,352156.0,122886.0,3.991,0.0,2.9,0.056
45234,50.656145,-3.324921,306440.0,84890.0,0.892,0.111,0.651,0.458
L17013,53.812894,-1.481054,434267.0,435305.0,1.986,-0.014,0.5,0.052
2654,51.889602,-2.062354,395805.0,221230.0,2.167,0.176,1.3,0.24
3089TH,51.346115,-0.465049,507000.0,161900.0,4.038,0.082,2.24,0.238
3609TH,51.57755,-0.3802709999999999,512335.0,187764.0,1.263,-0.02,1.185,0.064
F1403,53.864265,-1.904159,406400.0,440900.0,2.166,0.137,1.27,0.22
E24807,52.559314,1.570041,642082.0,301709.0,2.34,-0.7000000000000001,2.03,-0.45
2023,52.100775,-1.910164,406250.0,244720.0,3.653,0.024,1.112,0.141
2617,51.723887,-2.130978,391049.0,202805.0,0.76,0.021,0.5,0.033
F2708,54.251128,-0.4843159999999999,498850.0,485000.0,0.636,-0.069,0.55,0.064
44115,50.739791,-2.891657,337178.0,93733.0,3.759,0.003,1.13,0.047
690206,53.645347,-2.092047,394012.0,416543.0,2.003,0.081,1.0,0.026
